STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFG,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Afghanistan,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,813.5502559896245,747.6880454924132,926.5079410116457,966.9620320557812,971.633503046666,1076.0873526087053,1121.834470777486,1286.949843126749,1333.7472666189688,1570.698145179488,1765.538028306152,1744.0606232155815,1988.4293038155438,2133.241270986467,2224.4907481521473,2284.0758478934936,2213.181441047904,2335.795862344538,2432.276700833362,2583.485332398769,2561.9817605862195,2144.166570028188,2122.995815126633,2201.722906916772,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Rwanda,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,548.8163132634731,541.9657692200861,574.9312161377256,520.6498890407163,310.8676173725807,513.7631979500973,498.88197828300764,499.8073429953208,527.9742519362543,554.2057727338519,609.2658555455528,669.8754363501455,759.6626129114919,774.5082373323349,832.2797193040534,914.2273664081038,1002.2894938842785,1078.9388524636784,1190.757579833205,1240.5497263138539,1314.135594943242,1412.9075215531846,1454.5250789138802,1512.241712538484,1677.568696841822,1780.7417163686316,1866.389685302856,1967.942866024989,2125.495227128391,2336.039673027319,2284.898897953281,2733.4356676244715,3098.6770063499434,3399.451746031431,3710.8604043459572
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Poland,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6185.1000694469485,5924.621387607868,6193.007688467477,6560.092375299421,7039.919450950807,7714.579723131366,8310.299127264403,8967.116581737639,9520.714710602779,10080.688038193535,10721.203429333194,11175.28536564211,11841.268408772108,12328.901161585341,13413.054320227408,13935.557314821379,15204.880989054485,16833.234694692397,18372.376454830013,19300.166990063182,20990.912232546838,22808.50552688992,23728.145682143484,24433.891434487694,25459.739227376136,26988.1069013509,28359.692734626555,30170.28189740874,32345.10660762248,35882.365506555274,37089.300425681184,41059.5847829682,46777.552451916155,48473.094028641906,51262.51057568839
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,STP,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,São Tomé and Príncipe,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1504.3952400261612,1539.9282553832486,1556.1723028846034,1581.4856925694314,1622.6193271004427,1662.6784405623841,1692.5795138191597,1714.3876820739206,1753.9049450466464,1801.5486139092604,1830.3662994270583,1897.874111224389,1944.99838482036,2093.5049337832065,2170.9412191489764,2329.0142301727724,2550.595539982128,2650.1038762996022,2801.835793408742,2845.735893832312,2858.5689909276944,2914.212856952224,2652.8787947895767,2945.7366428374394,3233.356880731405,3171.5090583274136,3319.542617332775,3436.310101246935,3941.032808584094,4655.484964498049,5144.535602860143,5732.694560615356,6033.6811722182965,6149.981460819318,6241.856144646377
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Ghana,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1580.6504883361595,1677.6057534603306,1738.6401903942838,1820.653296194337,1875.261727055117,1946.8221728329847,2025.832670732482,2096.765002809295,2166.6466310105448,2238.665232688026,2315.1780304748213,2397.300670378228,2475.096353579193,2584.4772372915127,2729.344502449106,2903.8342904388105,3103.226258203738,3241.220811073241,3515.5892352024293,3617.2394443503536,3855.468917167567,4381.125355236943,4933.652543490927,5214.569358487944,5517.131787635662,5191.370533896588,5011.0793157290445,5170.960948574386,5536.497954002185,6002.5504467838555,6047.301116735542,6607.502973783208,7208.157989827231,7556.416054532344,8019.99702389611
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Lebanon,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2990.3360851284438,4527.2573443334895,5278.708339289789,5870.7921376513195,6366.909072918034,6795.676601053565,7559.7565239433825,7631.985406442893,7861.22582996991,7792.661326720769,7937.956530067317,8289.383890279263,8586.240406853973,8914.482779177926,9609.012826336291,10019.994154044078,10312.35333125512,11355.66297562495,12415.940006427349,13586.144483043545,14703.615321508383,14974.553438992973,16121.335238646026,16315.613774876314,16139.864996695527,17045.898285301035,18940.590100045334,20963.824947253335,21985.48847022408,21710.46487508072,16259.705131228053,11599.775508376539,12292.840730550111,12574.8329116403,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,China,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,990.7761908803067,1104.9924181215094,1276.0493440780926,1471.2395767665248,1679.9949420166754,1883.8760300034482,2087.747696493506,2297.3631019424242,2483.254059508585,2689.85156589718,2963.5323860202293,3258.4021066030464,3590.765959416704,4007.116046054232,4504.9293723759565,5148.182739338052,5946.286828301852,6935.265805844336,7712.846084250686,8447.982814692268,9411.138219032044,10456.791682611338,11420.252705114104,12228.373608419706,12941.596480914572,13463.333151110473,14157.251498800431,15022.437188312415,16298.20506191087,17600.890756849327,18267.47834558274,20843.297834737652,23032.176627114273,25179.119306638302,27104.8702677463
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Uganda,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,665.8775545916712,703.1775732753272,718.876631284048,770.1276620012287,809.3194816962944,896.6723809399962,969.3804493564988,1006.7750092662385,1036.7343178715573,1099.8647636700853,1124.2095823244701,1172.683174556898,1254.9820350669852,1320.2399163098844,1405.2428843889634,1496.5094783606578,1659.72529096776,1794.5351888148327,1930.7086951781569,2014.6087944209833,2091.5596314533113,2267.7227035709348,2031.946695388145,2044.8818248584514,2134.0091628174146,2189.964859190032,2165.2975940441297,2157.9574750336938,2312.0575281349497,2441.3744523382106,2532.219501020688,2684.9203593974353,2919.177754071077,3097.6370243061856,3273.2671741363974
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Oman,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26904.00221099735,28108.661441788514,29772.90442557016,30986.52625604078,31924.775098770944,33598.33314670292,34660.62481256359,36808.93479239758,36665.641851936045,36791.57668377784,39443.260739825666,41679.01509050579,41511.02852580796,40934.69571582451,42141.63689651559,43672.520318306706,46091.182235184606,48626.92204198543,52841.18895231431,55127.467772176366,55667.468777864364,52393.31358202932,49989.44250939939,47013.47309343851,44235.83363293341,36058.166608478794,33333.8635893722,33619.498898260696,37780.330832727064,37250.61107883588,35163.32817814155,38719.45876820488,42616.33489558685,41945.02556408825,41740.16585300117
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EUU,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,European Union,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14966.755806448633,15560.255840500624,15972.712691371033,16205.221461904766,16957.347074861802,17767.753745434216,18358.264815244005,19075.90823062497,19970.412101252987,20769.05457512898,22111.54918282516,23208.69344290939,24225.43131799983,24749.112425496773,25910.573818835976,26886.78395593253,29209.468072482876,31125.36150113535,32581.094087960457,31953.283387001735,32998.0893622106,34669.901409744605,35114.58015913087,36292.076744129205,37366.031996851256,38548.92600829372,40899.56564132335,43027.51444769056,45021.846969305945,48583.578889197815,47566.487798315364,51969.9654059153,58483.70607133439,61368.109723019916,63585.40519816953
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Vanuatu,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1669.6095164127578,1736.6533494224632,1777.478805057485,1788.68071647432,1945.788994069652,1960.6340867109507,1997.8818707261285,2086.6996784209464,2090.8394421960343,2083.9283122140655,2206.1024035677415,2124.950748849164,1995.3237227451157,2070.357755569819,2157.4451705913107,2287.0066043324555,2495.8568363610925,2573.4010436712806,2701.2883608183415,2730.2879599112407,2733.4592258871835,2815.6869338402926,2834.126308737098,2832.0060614046943,2890.1310381970334,2965.8414325737776,3029.8092394841306,3145.927349894668,3232.948258006718,3314.6672135242475,3117.6442529203755,3135.8366494567786,3452.6074269388173,3567.8188203022273,3605.6073669173516
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NRU,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Nauru,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,16215.16402394993,13265.173452298235,11167.4838030978,9512.73458321851,9307.974004253243,8726.050553834637,7818.147749386945,7230.948333860063,6449.619928242657,6117.868089324577,5838.384744805244,5587.100595133234,5132.474854084997,5260.705661064208,5168.562529217001,5336.455549247087,5974.816844033783,4788.517631735283,5863.370992889884,5567.8891646028,5620.4041303702315,6544.102997687684,8153.272623743804,8428.732567902498,9725.952148290196,9955.335486631751,10281.267399011025,9650.318900499406,9657.260735666536,10554.521853478709,10810.946100240097,12112.235838422816,13245.109456261935,13731.57047450158,14173.00810431538
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDV,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Maldives,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4527.593990671839,4604.029567476714,4881.12710135415,5137.910713871687,5520.418236774563,6223.482785391825,6686.994089337988,7225.928983435755,7710.318111902092,8161.9961672885165,8526.289863692407,8235.802677164043,8822.517260875637,10065.485805211132,10769.774328192265,9704.443344540412,12075.145574949083,12851.792316142451,13778.819755455423,12265.793046425855,12797.327926291631,13726.326209344585,13988.597386542926,15264.090706958128,16722.523852618982,17875.098941926222,18769.506060762935,19767.889361346763,21899.429299384294,23077.211223665174,13425.367445960113,19052.622490431062,22880.512315141932,24786.203212345084,26182.783157091664
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Comoros,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1546.45112696499,1464.0632401996147,1574.5753856305803,1623.0562085379443,1563.6989193863733,1657.4552588053575,1650.517482600676,1723.0979754555426,1713.1426125631017,1752.738246819682,1740.6494713286866,1838.1071436353016,1911.6125682356674,1949.1381608127383,2024.8526447401966,2162.071955768199,2145.9206695341427,2177.928168432304,2262.4985300029066,2303.9478289146946,2372.412339897118,2471.7872473150214,2678.7026282059896,2832.5312154814624,2937.611928949809,2949.4734224099275,3139.0516074046536,3347.4565299748356,3276.0093669533244,3293.0560174849516,3244.886749684695,3377.885184825867,3641.6292039035293,3811.650848824133,3958.532287896874
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Vietnam,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1209.6864446977509,1297.6606048863625,1413.0749532317723,1533.5557317551024,1674.237122007138,1841.3502685277688,2019.18249095772,2189.4102772813385,2308.2816360179213,2420.9350004566854,2614.1184036656346,2808.8318190836253,3001.8703876692243,3239.771259099149,3543.099155204614,3893.665094225942,4237.400880947323,4580.79431138427,4844.067047515462,5060.732122671962,5389.219569936736,5786.12348870721,6376.797657061718,6758.4043363474875,7296.879480873805,7671.581977808395,8374.506845161175,9169.731920528548,10009.971475600563,11029.273208396311,11609.31772764233,12048.901993553598,13905.153687521613,15033.87685943549,16385.506556545766
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Sri Lanka,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2527.442952533002,2712.7228021088417,2850.950075030698,3067.3829268883237,3260.468925143666,3454.275011575626,3581.6527659577946,3803.8835960077545,3952.0410443599744,4103.380450932039,4367.80358983464,4328.191411125985,4522.327696400723,4849.86023450517,5215.8802443715385,5678.7464777851155,6260.679901548039,6820.393100233685,7316.586265109508,7575.579887249312,8233.62663813947,9075.545495894998,10249.167063771447,11252.631149191093,11720.597811037376,12227.171484951274,13078.56050890717,13610.47231366177,14178.022536188653,14112.952504220966,12940.904329574932,14316.135222568293,14193.654621744592,14455.654441473378,15632.592484984809
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CUW,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Curaçao,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,21891.045355669186,23057.26136470175,23479.797330262416,23522.274889185555,23791.19741368201,24081.151214996356,24590.192368109412,25374.14298699894,26098.47115324085,25950.39503723653,25956.81075856156,26251.362822841842,25105.992471416877,24821.796301247035,24347.760583355153,24037.648578273474,23649.591653431016,24321.746806837647,24623.041430299396,25396.996618990222,21722.017365152737,24905.76844532444,28640.687233602606,30651.58855104229,32693.293976489305
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MHL,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Marshall Islands,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2102.345226490222,2130.524332412961,2293.4109748754227,2451.527274524543,2616.648519574381,2857.748316989812,2583.004353953661,2434.0306013412132,2422.2719475122444,2400.345491253361,2489.96943780806,2700.270545830673,2825.2447992705283,2824.2788336714325,2879.9058967120604,3016.703243725742,3110.0522555356847,3309.397541127649,3118.234671024417,3253.1508594037223,3473.404698961592,3536.5600423524456,3589.668803837439,3845.00357492163,3931.344106494151,4125.1616927563,4366.257642161886,4719.313049260006,5232.205248718497,6045.062407898585,6136.971197021311,6767.957855105285,7431.427578954963,7548.732537479442,8194.63854758403
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Cayman Islands,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,75190.66224389036,77337.18936500304,76297.46030190858,69254.18271926322,66325.45799095967,66629.16358622437,64726.53053429916,63648.25475131447,63560.51377250191,64009.31710454644,65680.07432820847,68017.67567556023,71811.89249619836,72697.3671881501,66118.65408590277,74160.4914000191,82295.58207047821,88427.78667126909,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Dominican Republic,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3640.937673791261,3722.213107559125,4150.909717539518,4473.9656632484275,4598.926094395968,4870.861654307941,5160.987848784378,5618.463076802405,5963.184991808453,6304.733204378564,6639.011318648216,6847.573661271222,7157.668254845582,7097.557078206164,7374.8123177805965,8215.032445766608,9130.069061455988,9951.131915914582,10345.808098275887,10381.624812680142,11245.681189220137,11694.664185230331,11776.62281035571,12413.91001835603,13464.792560907394,14804.097406965937,16282.189912751406,16846.20723203233,17994.838274273567,19766.7628586981,18998.306966731503,22053.458986995527,24625.808856403743,25839.935668760703,27541.662528338416
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSS,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Sub-Saharan Africa (IDA & IBRD),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1961.9027224977256,1986.6064870853252,1978.0116508252217,1955.4348846344087,1962.6744179512218,2014.231655394295,2100.5010405017933,2170.170966345383,2192.75905604046,2213.269000085451,2283.3076375631317,2373.650729478213,2504.6063542371144,2594.65914779887,2769.543063364771,2946.4283206956984,3134.0033725539743,3324.0411395460446,3470.886610963794,3513.6976768492627,3673.349319081691,3814.0984344515,3822.5883902019737,3980.582475707566,4167.3134185531535,4158.742049188911,4177.2241068277335,4322.177893368104,4316.467329786252,4486.180838147282,4401.057922927379,4702.278873577326,5118.322757873981,5318.143474374863,5517.421135587037
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Lower middle income,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1594.0177645544195,1641.7044412739335,1705.7692091339431,1750.8481652489627,1823.5950483049928,1919.4955273926248,2036.785616078753,2110.3173947325113,2189.056174597412,2301.7289171201373,2405.7800697159796,2518.992101491631,2623.297281488678,2789.0453137632035,3014.670177555497,3263.6477743068763,3541.1455114793976,3821.7147615338445,3998.3017050267754,4200.137626156,4471.780875663067,4704.794795859205,5060.205983986677,5286.292674751318,5490.243244645326,5688.7007120405115,5948.510399411964,6294.501675870794,6736.046331099185,7158.470922598308,7111.842795505656,7837.433348333579,8826.071591827536,9599.872948030585,10225.442286008789
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Bahrain,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26902.06114581595,31657.364043885238,33648.22687263403,37869.50463662261,37579.16864598732,38839.43651837119,40105.84769523722,40965.34572780651,42281.29520596726,43560.53774673545,45687.521740564735,46161.575846428816,45091.48942186562,45426.93459329444,46317.02848040246,47268.272161218796,48009.491742150385,49347.494619614976,50330.324862252244,48625.65692315961,49254.577008423796,52677.45111906679,56712.56926561531,56310.311745818915,54299.05646132279,48034.246888050344,47428.90189076494,50184.500576730126,51993.13078186518,56599.52143644114,53436.03169997117,54954.67578955323,61677.6538492695,64171.08573590521,66941.24303679893
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ATG,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Antigua and Barbuda,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12996.045352878939,13658.498614276497,13908.4512651294,14719.50952179773,15736.168114952136,15062.3522451447,16016.933194116313,16836.06194485206,17496.148751553308,18088.382235678237,19318.89657797208,18568.679914651024,18812.782777072895,20127.345572168964,21628.683654167507,23484.800105169128,26949.408582134576,29850.567573463602,29978.209586109217,26156.91517159653,24071.029795648185,23804.07901076957,23011.738661136646,21760.523286425378,21671.47378566156,20985.438829217725,21320.43750678093,21422.002157662686,24524.21379538871,26550.589844733007,22370.09186938128,25745.495806774616,29933.889369890207,31601.75271468767,33386.191712789405
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSS,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Pacific island small states,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2783.280360820806,2804.267715491609,2969.5513757166973,3055.692169319841,3224.545235308893,3380.298614504793,3513.790712473522,3469.6689375116844,3503.814351046008,3685.2941150790266,3662.2694267654742,3741.688284130343,3841.8080539322837,3936.2354833727363,4163.80020114717,4332.03414994623,4512.587815146426,4578.324258533245,4701.522004397636,4647.500789283393,4812.548176138216,5020.842887704255,5216.459604009158,5468.643375114201,6105.046515304986,6500.080439644552,6644.932016051849,6952.337600626715,7088.4600750032205,7113.060300024023,6203.533828720826,6080.315940644275,7126.710495643295,7855.019476246727,8214.970729577552
