STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,India,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1211.9825259623628,1239.0580055001692,1308.600466489728,1374.1015289240395,1466.6042554144926,1578.671244183084,1694.7398080485218,1758.8533618591614,1852.406490502972,2006.2728670260356,2090.858068944859,2199.5391044647768,2277.0697477505055,2461.482516108613,2681.8611684125444,2936.8032201193287,3220.6269293940104,3508.061831716051,3633.3678324071566,3886.581976932475,4206.459860021172,4454.701532005128,4819.6428821873105,5014.350565907802,5191.591499032487,5425.035990910462,5800.481493665522,6144.7171444493815,6714.96639877754,7150.92423452926,6966.275427859109,8050.018574526641,9207.127430401446,10323.499873442795,11159.985647609126
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUV,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Tuvalu,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1675.7950377033872,1768.858373128691,1836.98880679192,1938.9577539865174,2164.7919311193295,2083.0573916628746,1981.502591694789,2203.625150934414,2559.92854339132,2543.443195712152,2597.2520831605566,2595.9165107287718,2915.300376444372,2770.10016154552,2764.913896333073,2727.6649309689806,2787.10956568152,3034.3491625649517,3291.0977237222182,3081.938905866036,2945.1289245730322,3175.928412102737,3170.401060634388,3277.213343118497,3418.852642888503,3775.7556591636967,4030.862415354562,4226.718746862879,4431.731866032074,5209.700021319652,5122.1982798469835,5352.9786253789725,5661.143847663763,6151.010470416082,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Mali,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,955.9415958588031,1091.4704392579667,1038.714771229195,1086.6809310440817,1146.9887372069657,1154.2854556609077,1223.5824930292013,1266.860642331177,1332.1638419516792,1375.8060192910298,1356.517364408529,1558.7187019556343,1581.1110869134288,1714.89753907761,1730.092251630396,1770.677954359074,1831.549245440696,1852.3628255546419,1893.4951452843445,1944.698282290924,2011.6789461247522,2046.225670643883,1990.148052410918,2059.2840764188104,2184.8766028166574,2330.2429394769197,2531.80496963482,2606.6960795414066,2684.4112202657466,2819.865822972585,2723.7009478444147,2796.227937954328,3014.4210732687966,3174.629602763957,3314.773322319592
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Central African Republic,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,620.3911765052018,618.1795179343984,573.1505892874872,570.2456378470418,592.1854375818098,630.6916813897424,600.7729678646243,626.0784538354561,645.1299944153608,659.5245630469574,639.8369970222672,668.4459392834732,688.1804510887197,648.193215397331,690.426514027755,702.4606245912321,743.2874802089827,783.3554452809284,797.6528061660773,877.2521311048783,936.4854973714681,980.1855209518516,1062.068099410489,709.853481245446,698.9637389230722,768.8708879991735,826.0133013831687,883.8107348760659,905.8177889410938,984.8431836788569,1066.2900542315085,1128.5523799645857,1217.8497714115497,1257.0943571711448,1263.1023421369896
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAO,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Lao PDR,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1012.0145942016329,1060.8890158629745,1114.111499004258,1175.6178150197447,1265.1582326510127,1348.7979827206107,1434.808671825447,1527.658892217636,1576.663635033681,1686.0793864514126,1793.8858260733357,1908.0623658741215,2019.6977484905608,2151.1509959578852,2315.4337952739543,2519.461351000174,2776.6975232852706,3021.441731140118,3270.5575102335015,3485.068277402682,3772.2660517240392,4099.784573307413,4780.947330001665,5221.59855783339,5798.504367300908,6086.067304462196,6743.010539530368,7141.906527017665,7486.864527004325,7743.219065342605,7913.386606502759,8080.435532499231,8766.440626110943,9291.788590011382,9775.828173810234
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LDC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Least developed countries: UN classification,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,954.3685179776325,984.3784636427823,990.8586250461716,991.525202613722,994.2673124117177,1045.9235156633642,1096.6853797121012,1149.1504412027473,1179.7721794617994,1218.0667853278344,1272.901786848048,1336.563243860393,1396.291912980041,1465.9001529707098,1567.3388065400118,1696.3722955082374,1828.0785573980022,1970.6086090513454,2090.5375460581363,2146.690628592983,2258.441051581573,2340.030045479275,2409.4590769578317,2538.1644220932076,2701.0374351469704,2764.4410679667367,2891.584809023579,3018.918667746149,3241.558285215144,3440.0537906173695,3495.2109398591037,3724.9526229292696,4096.338282812355,4286.72070784438,4463.995642252434
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Philippines,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2607.9657450163054,2620.704376815732,2628.587544846572,2684.276593833504,2799.779882490469,2925.9610144351072,3082.3096599159812,3221.391710447106,3160.3647478193575,3228.7511700158666,3365.5583353779916,3468.898883231001,3580.382454747437,3761.4962459507133,4037.1719379228866,4289.05223691996,4578.70630898161,4923.197185725769,5144.335781882303,5157.278250884399,5489.235434576006,5705.435911749043,6094.268373386576,6372.833821125455,6688.739612325532,6894.267022179345,7382.667584317919,7773.798535990245,8357.743579342186,8924.101164028874,8238.368020374568,8857.789951155139,10131.34636979404,10985.829262750516,11794.137548849178
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNQ,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Equatorial Guinea,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,577.3954787079442,569.282520987418,756.0641096412866,828.1638639081024,950.7572557836554,1098.2549892018255,1793.192968060237,4386.826261629692,5280.390001439156,6469.838741123399,7420.393101115942,11626.72311716733,13254.82362222398,14496.174411968832,19354.212082155675,22137.049779500703,23511.39865708999,26610.76912196188,30522.778714277443,29722.00056310661,26167.82685252762,27241.60003706027,30011.927440962525,27909.5175876754,27177.27166502602,19478.701012333764,16649.47576723594,18434.770857100368,18413.129420457695,16451.36414783244,13677.110587516952,16821.44864704129,18139.989326627,17411.50023438401,17566.760028407287
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Zimbabwe,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2756.773055534834,2930.3233054332845,2650.9988960285355,2702.575558610205,3011.633189485009,3051.1683043904586,3372.469714302204,3457.069279713435,3527.1545459877584,3490.857230884723,3429.1205715230876,3533.0860590360385,3237.570826613784,2707.989571732718,2591.020054317936,2495.9208173626835,2453.7564236972203,2396.378350553247,1986.908824599369,2232.852572896699,2661.3648325621334,3047.3170887374945,3472.485720010156,3783.9463370464737,3903.4279770608364,4045.8986473879763,4275.449350509402,10756.445441698472,3992.890718675003,4165.555678355581,4178.585579438281,4827.0886936086,5395.856298006396,5791.192128779884,5928.080625275605
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Latvia,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,7447.948528867052,6761.930299904124,4759.779884726311,4722.003985037317,5011.631798519378,5391.045133031111,5688.349664433023,6365.705593658927,6922.342961782681,7256.336646718614,7848.908548927933,8807.758370724649,9568.794656783346,10193.238101505376,11319.146269991314,12825.87377955898,14180.00177618775,16245.534099460308,17443.391291098844,15545.08213399454,16373.403732049537,17680.49396305072,19416.516738212536,20473.52437069133,21553.662320443615,22543.91831641047,24063.451124510862,25763.9907709703,29817.804726318187,32199.09603770912,32741.420769198656,36912.013060216064,40558.749584112185,42576.40607994567,43394.27328223139
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VIR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Virgin Islands (U.S.),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,32113.439990454222,32618.956370593773,34609.19479811059,36942.83650468736,39447.42120081877,42153.53965864951,43465.234694472274,40846.56200580466,41607.56685670263,39006.08201345168,33878.983108434004,32333.91080314467,32360.900383355158,32573.71668121737,33470.590476552556,33893.55018154746,36746.48689018376,40021.77757980243,41749.080036455336,46893.54969887414,49793.032439571616,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Low income,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,856.5182914753908,887.2803340390896,883.1422398115801,879.9054097481142,880.8907585089336,916.8532346434704,951.3956238723049,1013.1142490289046,1041.948693726459,1063.0679636847105,1094.6443269206216,1140.2879227811773,1187.526652360736,1246.3218941608259,1313.877664310476,1397.001837732147,1475.4191302560153,1557.7342310777149,1621.3590334943933,1631.5844660907374,1709.7674303620465,1702.5868313653675,1596.1138554644062,1664.4824123402163,1771.2403031482695,1821.6403699213456,1885.7982480654919,1903.9872430384394,1968.1129724858517,2019.6653890020289,1988.6079811789834,2114.520909369547,2276.1951827715125,2289.5162064522788,2353.04878368784
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SST,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Small states,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6593.454651373913,6737.640192094138,6821.19545942808,6981.466647500626,7283.549529253748,7660.3806241106895,7976.606017263187,8458.841232641615,8685.823554760122,9056.33422964904,9670.861357505672,10069.014483382834,10508.856988502475,11140.237723881975,11827.350530092293,12580.471283751645,13790.801989332382,14730.587645471724,15234.817178358628,14751.008906629562,15163.699725032655,15807.527594911204,16189.892181130292,16450.47878573625,16876.075730731372,16758.903769034758,17252.594299858218,18230.80542944395,19024.77678311385,20302.236385648557,19023.175126591257,21232.11243367597,24378.814940153352,26417.72369951242,28616.38657651961
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAC,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Latin America & Caribbean (excluding high income),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6191.518064496821,6481.628017190962,6664.543921126202,6851.202196053406,7251.855122574889,7339.553047028271,7629.217301204157,8036.926673908326,8213.092195127932,8239.556152446923,8614.0486984162,8709.613938303935,8795.837440126437,9078.055225234177,9685.810272270435,10270.435643106266,11082.9447568795,11840.90662154389,12477.605552992653,12268.252382477693,13095.971501254688,13969.418909443752,14244.848489511554,14709.92403192566,15005.779965358286,14758.79433470234,14975.91607752583,15582.834336432692,16248.346421780756,16606.52857313138,15959.78619538633,17874.274939402905,19941.487291652582,21091.60974487687,21961.190021174185
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LUX,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Luxembourg,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29948.936550149236,33190.5117274445,34108.49519171208,35898.54187569471,37551.12826458269,38345.09676484718,39722.24994062233,42487.68838283927,44270.06882109754,49844.67696279759,55136.06099837889,56135.831567895686,58575.67927175441,60192.175945233634,64685.72868664345,68787.8547494266,78861.1661045613,85126.13938670183,90970.72119801471,86918.59091040524,90336.01847040332,94475.03022650235,96636.426643956,100925.01199224053,105296.28458823191,107859.68599930758,113365.17608226545,114985.84223598862,116638.41416388213,121371.73990306963,122066.73914720172,136772.44375329223,146919.14539849444,150508.2188868879,155941.28821079066
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Guatemala,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3329.5967707294567,3472.7630881809373,3626.115303023761,3756.269128057275,3886.3336845140807,4055.438652975603,4143.148293890509,4287.432477757362,4437.124607747038,4556.920652125429,4714.9666620084845,4821.545984867749,4969.257449444478,5081.380055856566,5263.446549118997,5486.277769862814,5833.3869180176025,6238.339769465038,6434.5070374609395,6376.741062979333,6510.099809499635,6784.447129536215,7258.316674678833,7699.945412472517,8236.659299018494,8934.002611783962,9201.42836046353,9560.177834627239,9946.802522452677,10755.880102958896,10947.37112921973,11825.141273764004,13014.015380982615,13745.363124179436,14368.660568181482
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLS,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Timor-Leste,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,685.2793975623669,766.2868884405019,842.9378605839371,925.3698576585381,984.8068573461811,1043.4079971672934,1116.28711838839,1148.8947136876934,1107.9528382684841,818.9739883478793,1483.1700674149934,1618.5927886251811,1416.88558318293,1355.1864273614513,1378.8540433112378,1434.8220720205218,1377.1135407303748,1515.7089264736403,1675.0457045524308,1810.1860190892503,1955.3294079473098,2065.9605552203016,2386.1359810927797,2566.030744584214,2859.8605825170316,3107.5718458796646,3390.7622405413326,3463.117390234366,3561.2877375980966,4556.614257157843,6132.082998064948,6825.045886307448,5729.811713825166,4806.821815592992,4422.7788217239895
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Eastern & Southern Africa,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1851.1725509225157,1866.1635051778694,1820.062818412262,1807.2497854676737,1832.1632052483426,1903.8265392773333,1994.8310641725116,2063.2577072151926,2071.8744681755093,2103.976822108647,2167.022576685562,2238.4548173533085,2299.25559694994,2353.972416201518,2486.0910302571974,2649.498234011676,2835.845015475298,3023.7551320920247,3132.5359588530923,3095.1085041257606,3210.3482316960194,3320.033247198391,3244.6643447238853,3373.823792966008,3514.32215280343,3539.815506070778,3634.44167346493,3837.726374934605,3723.216422640239,3801.41318342956,3708.094649299458,4028.376503877449,4369.191056323652,4501.6011005615965,4635.788224045502
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYR,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Syrian Arab Republic,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,3265.070293749962,3455.892270134488,3502.175115437371,3737.6575183137593,4592.83860100874,4772.461676671595,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,East Asia & Pacific (excluding high income),"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1466.3455559751915,1608.3371466044603,1788.2307228747877,1993.4950680811007,2214.4373852667422,2445.672622791863,2675.522472422437,2869.3035727142337,2892.9811714317857,3072.7526714523347,3341.2893083953504,3603.381284313187,3906.75964573511,4288.3607873053215,4748.7110838049775,5317.9373074037485,6002.405862852446,6831.179762408186,7476.6428497005045,8020.87347456259,8827.22377054938,9671.394501960232,10521.438132755658,11177.045332788759,11753.501862947474,12146.381246446037,12741.993382913188,13488.393251937565,14588.474952260547,15683.062892864084,16013.657533154452,17966.23221158597,19926.10473430084,21666.586245648028,23248.02517943682
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWZ,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Eswatini,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3201.7893909542267,3235.7053156730885,3288.650980004381,3371.4605765982606,3526.499359077914,3777.213361760364,3915.8307186504776,4038.4354363185407,4136.670140480849,4272.37264147117,4400.664194499331,4521.403210824399,4741.611878475774,5020.282862785507,5309.605078781123,5772.689865149586,6319.414443082809,6731.954113674189,6913.687327201843,7010.933126351396,7324.463930858374,7570.996614243801,7760.322804562855,8231.15139767951,8365.743287389001,8391.07006084602,8484.121172783445,8584.311007678372,8535.255931604543,9248.322067144549,9329.304533609391,9990.434919512047,10635.39241561134,11299.883123678826,11799.202879320083
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COG,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,"Congo, Rep.","GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3436.7496980564492,3536.080049873962,3607.671112053875,3550.385793581627,3326.981400195167,3434.067840627622,3547.2135393678045,3509.9988949468557,3602.0335193656247,3463.854529848991,3667.424872663356,3748.446749315566,3888.1640234334513,3886.992067956321,3991.511247297638,4278.925387413187,4588.109248984645,4242.611268460019,4448.332617142534,4800.9015980660215,5125.069913436428,5175.204390890355,6058.0644941741175,5833.863366514361,5733.18393561256,4715.134315816243,4016.0490852531825,4444.639002158245,5593.193705786856,5719.599773382912,4770.964497583653,6263.211612926363,6647.496817313898,6850.277706210988,7026.3622328149395
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Mexico,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8577.862390583825,9078.605575287282,9469.673046882925,9040.505532463243,9465.90235452203,8932.730401302868,9495.710136101543,10182.087598628044,10755.59441037534,11030.521432538433,11704.685353277328,11738.89286611832,11761.886590166641,12065.936855372058,12658.164666568733,13260.238818666867,14540.450049763636,15031.580410916426,15680.576189688121,15190.87445191781,15909.146496362824,17266.8129106549,18004.793560754235,18170.264789912017,18820.799109858384,19071.44441964658,20104.583978747152,20488.715080044138,20921.477527757168,20964.277484707178,19354.12487062439,20782.58774175454,23135.49316012762,25243.164488758197,26185.356471325278
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Niger,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,739.1088509742859,737.5289213276708,745.8043101074392,742.1071807970268,747.5756776768375,756.545588583376,745.8108440148097,745.105523925628,801.0469396999164,783.183877091627,764.2818851431596,809.387186909375,832.469364409205,836.9784405932356,832.1251965995227,888.3042625438392,935.1753293542861,954.8922801105546,1010.4318462116946,998.7925015047781,1057.5110025738475,1064.4191739036075,1161.7890828976665,1137.769041295708,1161.3251572379274,1172.19178758955,1188.5570922983698,1208.1460995526625,1275.9964393532748,1419.1680507019307,1496.8335002302204,1585.5992202118823,1839.969096759033,1875.1530677062754,2049.9330525101877
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_NY_GDP_PCAP_PP_CD,_T,_T,_T,PPP,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,"GDP per capita, PPP (current international $)",0,WB_WDI,PU,A,Annual,Serbia,"GDP per capita, PPP (current international $)",Total,All age ranges or no breakdown by age,Total,Purchasing Power Parities,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,5022.162863324823,5433.719768998114,6039.9360397348755,6460.3158158509805,5896.541353083808,6415.70511863535,6802.74846643134,7562.702448927437,8022.941912955143,8715.11016924349,9397.603132359762,10463.337010683932,11685.38840857416,13122.503071316467,13037.976294207125,13320.02823767967,14298.267744446675,14506.237857862427,15246.932198526698,15296.148459128697,15546.29814213796,16455.426120148717,17285.42722579718,18469.02261900505,20587.382536041012,21013.051259036463,23406.403631563437,26142.82792376653,29776.895175215937,32832.17632210049
