STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLA,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Latin America & Caribbean (IDA & IBRD),GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,33747.799452182975,33722.7696041768,34180.99435954824,35243.738596429524,35049.080011682396,36051.27568863813,36667.42477406173,36972.241883050134,36673.30667136452,37315.697962696744,36478.58116622184,35962.10380589093,35944.69306984721,36683.609928455044,37130.03179775112,38029.58074708865,39272.6750691226,39933.61969363964,38652.72166333509,40494.48880146678,41649.13857541785,41823.67859425518,42492.921075116225,42574.76161538382,42317.31624635835,42184.183924508456,42426.4228444903,42330.426553825084,41837.013993199,42296.69233633481,42683.71984198152,42252.89215150714,42452.8482737565,42967.78647881468
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAN,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Canada,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,83102.2469403738,84867.04996895572,86790.87980508461,88856.57955548061,89704.67316727406,90444.7939153601,92320.42319411597,93623.73005973124,95982.50041511084,98476.48073837553,99103.4269253534,99619.64952814677,98984.67273275739,100383.75993536974,102252.16155847484,103043.88017369137,103018.30443216873,102559.2193931017,101022.86776615701,102801.68168706239,104423.43324445093,104771.29981381718,105756.29678771501,108378.7476330384,108376.95474570722,108776.05451777249,109696.89676130547,110704.69965794397,110430.50597969015,111042.87111882128,112202.1654299661,111740.97952083788,109849.07399066364,109445.89645541958
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OED,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,OECD members,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,75907.45044532366,77160.90029577234,78206.53371610143,79708.6634312332,80891.18064386194,82400.84278921229,84064.88643465129,85770.1321606694,87690.70736978619,90177.96793242302,90751.43824475232,91933.51619420711,93096.86958809764,95339.8199842432,96467.38204549294,97800.92724165754,99086.96031974471,98779.92687843472,96905.81300637087,99390.35099844662,100364.80548984563,100611.94072241535,101413.85263917618,102342.85397819093,103489.19217235505,103899.29911490722,105053.84390578326,105926.58334038944,106640.75025928604,106106.11367311016,109802.90441164764,110126.62821394252,110250.70850518857,111362.91972602122
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SDN,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Sudan,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13808.023963912772,14386.612180348126,14618.482435495474,14331.928800822192,14696.504401511122,15091.236986333775,17434.405824088404,17784.377124155086,17948.688623571725,18727.588065312153,19512.787646079945,20243.536210979124,21127.742072565936,21839.52674341305,22651.268776025736,23667.34979270586,24510.390204383068,24899.90361877954,22659.232785383156,23494.617100694315,22880.48631429847,18810.676835589406,18934.53919662247,19431.84483650452,19284.10911357069,19529.494608532223,19156.137617036482,18145.533135646692,17418.801062605053,16857.41018223713,16262.312982128316,15276.647882674848,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Dominican Republic,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22385.16935014142,24058.756308535576,24995.839577489794,24994.145087119537,25752.601187811106,26573.347782519148,28070.186745791452,29150.087142206918,30090.575784607125,30769.49592353761,31814.064784775182,32225.785146948492,31708.195160998413,31522.065368161933,34032.377069537775,35620.27391970532,37379.696414678074,37457.78083763338,38823.9291259858,40301.79264255947,40190.7260628552,39991.63338465684,41670.33638346681,43427.44309105857,44304.03525998529,46036.8088726596,46447.9330254985,47946.28532531239,48766.98313968272,47694.874174832,52123.04598090234,52845.47792317407,52472.02585785755,54110.88782685289
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Slovenia,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,53237.513505358766,50604.5701396487,52394.96376320464,54887.3397229243,56297.418624250946,57598.12443552313,59130.855837072064,60306.843381697574,64318.00362713799,66534.30636273319,67062.71915428642,68354.52309749479,72664.44569360967,72229.10061991379,74758.5788865177,78125.18366519394,81408.23197683308,83911.46451142074,78314.48906795443,80487.84031053206,83493.7131464177,82088.56674544612,82873.03834541047,84477.20377865985,86272.13181226145,89150.60845126693,89672.87835857944,91292.69131893099,94110.09355018874,91083.48121720282,97320.36928157919,97762.58236260929,99758.4466405399,101141.3190073103
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Pakistan,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11788.814327087432,12378.488118627682,12407.886236471493,12527.703895726736,12977.215211445107,12944.250004889931,12443.229099586397,12400.723198125006,12393.809305428207,12431.00338463921,12443.57035760671,12385.04772352996,12638.79454431356,13155.0219875285,13756.949743694078,14235.50329276364,14332.958621606098,14139.21397746697,14071.648098941114,13759.946744551868,13849.79829312103,14292.355101115862,14456.10517073853,14768.183718588205,15119.350753348246,15772.201408118952,16465.478500336594,17412.56375274607,17420.000665563854,17045.37714040195,17411.976918774126,17748.641880359835,17306.29546694766,17479.68195084562
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VIR,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Virgin Islands (U.S.),GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,132635.9716797364,134861.15971101483,133706.59507959,135202.39705586943,137566.18038978876,140496.49874793648,142072.6553050508,134274.55871988932,139179.1861864144,126510.44824042557,109710.95826367369,109368.7896039367,108795.69575067842,103414.85257103585,105231.12158437949,102082.54937795993,111244.92035509177,119991.8084057048,120763.04134726521,122287.30741957252,117998.22783004266,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Poland,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29790.838549465443,30429.176900453054,31910.32264172312,33865.8402817398,36407.60010183562,38246.26144881369,40148.5298295655,41471.009292212795,44666.71631700668,47966.09122716889,50152.43375375271,52953.714211642175,54871.03125057371,57005.76949985791,57068.4029423963,58678.39745695424,59740.937934145855,59901.24459562468,61113.44251937299,63253.79438672511,66325.29379196599,67192.29107297391,67717.17529136034,68884.2629363695,70974.03991306106,71896.33757940304,74290.6952592059,78196.82888147056,81523.89416555842,80899.98488926953,86097.70531990194,90060.91914717815,89820.28926651923,92761.34918868597
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Latin America & Caribbean,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34184.39958224957,34172.57884651635,34630.43538723356,35696.69862859337,35524.91819046437,36523.58769574212,37143.42930688206,37472.42361108349,37205.113679400245,37860.0449341901,37064.01594830113,36570.02095627751,36533.2687096053,37308.805493340704,37718.85499012572,38587.87266273798,39809.758397225385,40449.01882231502,39170.2066635681,40998.62042440702,42139.447755925525,42298.86459414453,42955.07344375481,43023.32350801178,42752.799858715356,42612.67376962192,42832.197617219674,42707.00831199392,42211.87468051515,42671.161745142446,43044.52750681257,42607.16308026409,42793.263938613076,43318.36168037057
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Estonia,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34539.401298604884,29202.618958808842,29670.13206466102,30049.560006747146,33203.78844097062,35631.17842426678,40510.79357493786,42861.61372326891,44021.57356957026,48833.57940128801,52414.55789031632,55107.38877768469,58297.658696453036,61353.98817801352,65998.2262819548,68803.65381791914,73210.23951863362,69568.60855316112,65615.8587476638,70388.92047481383,71465.45397662223,72583.8414587281,73101.93283386785,75050.64565583681,74824.32285457113,76614.4601825381,79264.27995587252,81327.41440331945,83770.98919128277,83490.36181772951,89268.09673435459,83737.03434677797,79999.0007007259,81081.23508639171
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MMR,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Myanmar,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1731.7843506831775,1866.027374155003,1943.0761003506852,2050.841451401153,2154.8788417783408,2252.9173434746535,2336.786924123747,2427.924827123266,2647.5849974913326,2965.6227876190383,3255.7507461540545,3603.7113209631393,4061.9651640824814,4570.30390377393,5145.168469237503,5769.4891676324305,6407.119360641632,7010.9125467929925,7692.102828641989,8353.589850602375,8721.248797303602,9256.903621654943,9929.853736193472,10629.02652395557,11259.111382397856,12060.704035146977,12966.671739002979,13473.716511917224,14595.257112044294,13360.499574493426,13066.78039937763,13294.552282457393,13270.15106884419,13039.838492460887
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Guatemala,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23093.30964176586,23475.874178865604,23661.222180010052,23888.88201806268,24330.887708960563,24353.902753541424,24660.470765498078,25092.356201804396,25264.108933757794,25453.566022619103,25393.479294969475,25614.402932884266,25530.10519177463,25586.878480171334,25851.46084677932,26591.19960162402,27597.339381596146,27876.820267896102,27483.52521257535,27732.890161062183,27515.869638423246,25831.91000536647,28213.841849177537,28327.916779896153,28712.19489445491,28684.76406147533,28645.804251658003,29064.20269710919,30181.04228839537,30359.571249827015,31280.71380885646,30913.104556110742,31037.105864344787,31411.996935143976
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GMB,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,"Gambia, The",GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,11231.492130191522,11175.30351533801,11124.94795421886,10821.146994155954,10640.35567389175,10603.954104546005,10833.370457391115,10906.69145972049,11297.763740115079,11604.990822886777,11942.60444221691,11199.954185279686,11642.59831833479,12113.90022294166,11393.206529064357,10958.706781006922,10934.057265734225,11214.072222777068,11557.90549582161,11846.26089179585,10482.712943526143,10703.129754530004,10554.641002309007,9908.504427057811,9904.156670979235,9686.355271234352,9755.090863783405,10086.131750081364,10479.409503760811,10356.068371200185,10626.769396954262,10866.207982722315,11244.573116959362,11524.656360287463
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FIN,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Finland,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,75870.70947049081,78743.4152949895,83047.77930684366,87244.47238809106,92372.51118638758,94472.68055901206,97869.52047190061,100485.08341930431,101058.3067614214,105161.53809316267,105601.47564899687,106726.84064189903,108477.34972523116,112653.36478077137,113493.50352649084,116343.72649294365,121253.87448569089,120158.20894467103,113925.62975308986,118343.76713386195,119496.92963352433,117395.09511500045,117255.67316973444,117525.76577289747,118499.40526649466,120803.46784486485,123870.37487745656,121926.51280393213,122532.82092112722,121062.28293721296,121651.79014924102,119431.79265821645,118157.65073278366,118986.34387551059
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Tunisia,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,26380.58613414734,27502.444810294062,27358.878509360544,27435.24533247642,27438.742013677977,28539.249851438817,29279.66576434692,30006.63444093912,31211.370908681038,32066.600622031554,32577.783471993975,32598.986529041293,33663.72579497381,35202.22722069459,35451.020620504,36224.64141340015,37877.537683952716,38785.03465169493,39528.43255699761,39853.043265227054,40905.84088966105,41283.10422080523,41437.89881001654,41633.5998812956,42196.44946556388,42287.39254954851,42959.220925656926,42754.852603127096,42968.12780276215,41254.64941452845,42727.53421509187,42974.63562058682,43076.81014721619,44070.44189285678
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SST,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Small states,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,36176.01837697914,35784.362982248334,35853.750125901635,36429.220640233965,37408.36365228085,38196.87808037301,40114.01359378663,40621.45537822636,41647.68385175217,43726.98920698679,44125.616375016296,44833.04173963012,46058.7165095526,47270.25263314228,48543.25681419854,50296.431572916845,51473.725269993265,51207.75177825044,49553.36982544519,50398.60375581741,51053.55193422142,51604.362237875044,51040.53109409377,51383.09939799418,51469.547420926356,51480.04059819655,52045.55224135073,52627.57744841427,53355.78498392414,51431.8070165358,53981.45047655933,55894.829572216964,57696.779397040875,62618.275328140706
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBT,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,IDA & IBRD total,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13304.572619490567,13069.35937407547,13126.486998162938,13135.741505611499,13382.264189017835,13786.02773117853,14153.487093408658,14193.33492499823,14450.493174988895,14964.650383417842,15271.258388834503,15727.155553408558,16355.175860511736,17230.3200044286,18069.68419288815,19167.006796875718,20417.175217668897,21277.32183209732,21571.25088083761,22824.62723710938,23813.166494121077,24700.079771168494,25612.846956479814,26488.894629544466,27275.26516846209,28180.068233625298,29267.40895409604,30288.20662583652,31054.922800572636,31025.504185208745,32165.521208839415,32637.430434407037,33561.58804524657,34587.09679560109
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSA,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Sub-Saharan Africa (excluding high income),GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10756.78978091133,10470.652131798457,10031.677554213522,9812.12405264899,9826.794449596535,10049.150676200694,10193.067118141627,10188.56380930184,10114.088950533343,10171.763988111898,10318.28712173098,10728.592911687248,10897.017413575362,11310.90159643507,11660.212214595485,12043.465905673624,12461.869583625858,12803.48483733026,12962.054602598531,13516.208735272083,13698.716710207193,13856.110583345675,14142.123488710611,14518.401226075193,14547.577884947275,14300.579060888338,14297.079691769868,14273.379052334061,14229.71681749304,13545.35362923471,13521.405898747144,13505.95925259057,13395.064976811605,13516.779609179346
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,North America,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,91321.81273656903,93693.24848902316,94744.63878829712,96126.53080165506,96798.60403873805,98594.41869016633,100621.75753935984,103202.96337678315,106286.3577740342,108827.22377006552,109870.37947287134,112017.50383593119,114476.60190229128,117227.69125034117,119263.80575841907,120296.28719007474,121524.27746905512,121745.20909286072,122749.70679538578,126414.93453550342,127344.25866462158,128067.89063064303,129411.95414545598,130599.73597592009,132191.72542885758,132460.89747860847,133576.64186709395,135638.2582155144,137047.2567187949,142049.32214591536,145559.83937286196,144566.83332869888,145881.5955698489,148692.888887387
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Malawi,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2647.201937686392,2393.0490783723308,2591.082839988848,2365.7258732829687,2755.5750377784534,2901.720072651191,2945.384541190779,3003.290302345226,3025.65186385285,2999.1228461520077,2784.6985221042264,2763.082730598157,2844.7364051586305,2915.5173916534836,2930.5488070080796,3028.1478696653317,3273.180416057335,3477.4003052771636,3720.6002987204615,3931.845678263392,4081.1581751009776,4090.112698961454,4234.021446913091,4387.990303023099,4424.957480628414,4450.029412170307,4537.772168185866,4579.204190392459,4678.687093306101,4524.65341438347,4642.983500484886,4472.057036683723,4397.4874865604,4332.826663716083
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,QAT,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Qatar,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,112928.5094109777,121833.80235200377,116081.11055790247,113903.09674622846,112879.90419275561,114289.99415426207,143240.69584511142,150069.88973917463,146776.65185507035,149242.4751675686,146159.9270863654,148280.18622740248,145718.55332064474,168800.53060668748,170128.12334654533,173913.16263406546,154349.52795867712,148946.03198469864,146294.59757168475,173910.4031223763,197294.1718340857,195924.75613523056,185780.47998706624,172745.25808844547,164155.3678129824,159274.06307381392,152662.1334821349,152786.36301548942,151626.3632915967,140048.6136715944,160400.0203342409,154792.96689139793,157136.32855402952,149462.23825907437
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,India,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6608.726085278842,6795.990692863638,6941.30363091516,7210.8063953754,7521.548511625846,7839.550218895799,7913.849904336687,8151.269568737991,8602.216612655686,8665.721606269102,8888.208115390804,9040.52062572788,9544.47877562853,10084.890242902895,10660.239084466342,11449.427640550419,12257.686858088158,12585.828674775412,13505.966354604712,14570.157020316015,15187.23049886301,15882.773101081295,16610.73097840391,17536.018672932187,18628.15361156647,19841.137341488804,20864.609023775316,21900.206437517925,22172.712840408247,21151.789278089283,22095.29913559988,22624.493076306317,23700.63325306892,24470.046989941533
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Comoros,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13512.83077554635,14194.446764799015,14353.735578173895,13576.896589738131,14136.146960908995,13849.049090146122,14174.266049090795,13917.856931715214,13978.29755388624,13497.99647990336,13897.103003632541,14201.821089160323,14189.401506665385,14276.30736193504,14473.360035124791,13650.710074175635,13221.890890221204,13206.511220510178,13107.776746375348,13082.049695285867,13122.18193695584,13052.614357469398,13172.239785130301,13028.170925056018,12617.629032248618,12490.640924886507,12418.652748907109,12328.506274397123,12038.918048842492,11681.508683987546,11390.069416173354,11225.71148685221,11305.361724551693,11360.363091162873
