STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Zimbabwe,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18327.7796676762,16273.712460712095,16278.642388303164,17646.035399950328,17456.416053288012,18828.11971097061,18885.8167851883,18728.201621670025,18034.87000775235,17160.081562039093,17153.706590611422,15405.84113374654,12615.186630664726,11738.085812492869,11018.460474439224,10540.060054570971,10059.90460725231,8237.709543224522,9246.274686264442,10937.128248792382,12312.047914788423,14141.519230049544,14242.61385132373,14363.918013692122,14496.49788474038,14440.434184775848,14921.189648517073,15441.52475409268,14261.17953854664,13232.900719264024,14037.137901398828,14711.605451028227,14994.323423002928,14854.645026071858
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,"Egypt, Arab Rep.",GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,31355.82155023584,31371.44701480936,31611.56111758712,31333.08544112653,32569.984200611452,32954.88140669566,34037.4189859368,35236.24205320558,35052.98374472846,37623.06755339124,39033.75620887777,40732.785132793564,40387.07584096403,39772.26422779748,39964.90212132135,40578.21232846547,40881.437710120146,43124.10085427166,44207.452774896155,44085.984101462825,46012.00645222967,46662.06752120437,46967.47949611501,47573.44722625706,49849.140373852155,51041.08957500577,53638.50560461353,56226.18227819298,58321.528271836236,60087.88611871309,58608.201234244814,61385.284525209216,62257.08937116342,62504.67389622478
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Arab World,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,47437.70484924289,48869.79619040411,49000.30017122565,48508.347660927866,48887.308658792484,49380.23770997051,50364.66353600359,51718.23174137989,51327.58193209319,53455.30299267575,53531.13315022083,53278.38595068007,53174.28318748597,55284.89108472365,56095.720350392075,56812.02560079006,56920.67322943459,58218.47594682893,56859.74392537824,57773.61921192138,59581.84940554195,61000.891398880965,60565.84213073024,60792.76837563368,61784.59709628079,62468.45861036618,63535.7357075359,64669.24404911832,64853.51487203575,62982.60362190271,63838.46834674108,65223.93119092178,71890.83149103196,72072.88023512963
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TON,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Tonga,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,14344.541335091542,14060.03247515837,14258.437564158628,14709.193823194983,15672.324731182513,15767.006803327587,15661.59498338413,15931.160886230626,16213.838895394592,16774.259128431346,16997.360948738256,17751.70758149091,17782.878450313503,17182.643519644145,16818.398245574255,16208.517681857064,15795.917800753912,16523.191003204385,15669.805350070734,15803.222168000737,16895.233405853363,17121.451189155483,17306.526301218546,17806.726288501144,18156.258608508597,19520.974960334614,20278.883833360338,20448.43546044489,20348.89597296397,21036.557977002965,20751.138377072333,20540.356162158998,21402.8975605221,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDV,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Maldives,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,33601.61004316293,34565.32193189455,35150.29673922247,36448.414746012924,39520.80812400432,40618.83386737272,41926.42977803642,42898.68671770361,43333.99395951725,42762.52982945745,40055.77167987502,41915.59094832522,46543.31404974194,48167.93488409326,41966.26358072845,50370.04420107398,51846.57108149539,54158.50137118212,48127.326432999886,47622.865729576784,48217.309105981905,46052.044057492334,46158.484244937965,46757.0577175982,45552.11007029823,45451.70269408708,45326.31108901986,45912.180443962716,45944.99098205719,30467.835776970027,39441.89574872742,44138.8982921221,45999.93381856867,47156.97016949524
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRL,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Ireland,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,79360.4812823328,81104.50313038373,81991.91310614785,83890.86048720406,87427.56722871125,90345.19552191216,97724.27569414952,100281.7870979825,106194.0388334497,111317.04616188222,113949.03637187638,118920.11444835213,120855.49800557771,126363.14547061482,127546.31256155459,129331.68767021946,131993.0051919077,127440.71455192113,131913.16443198052,140246.77575047768,145302.49315484162,145304.62669704837,144058.2331762847,153466.5210632105,184858.16986378076,180267.47428525568,192445.99890314756,200807.5906236852,204448.48599916045,221355.06956020783,244689.38961644488,248252.5049846661,233468.2275371848,234449.35085903917
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Latvia,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,33005.889662359805,23823.66217106097,25884.730287339706,27681.775764588543,27958.645764283297,29528.283038052658,31159.69417305467,32140.83085958727,33522.25487744892,36696.73169368794,38855.89119892054,41077.79257933519,44413.312285923195,48058.07577931646,52908.902044418835,56318.15800247763,60569.85398359678,58887.42633291712,57620.277341424706,59342.79429673961,60206.46466377456,63333.889860454285,63542.60007805475,65031.16834797964,66624.56525244465,68654.11043446622,70601.69239904408,72655.90848760748,73185.29697531856,72011.46619650909,79090.39582747387,79009.00006155617,77515.04832264784,78643.82389245348
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHS,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,"Bahamas, The",GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,68815.57021811302,66469.10216497166,63472.57832398687,64765.65466095847,64118.228881359246,66105.73243574893,64635.57233729577,65014.289139747234,68302.05624079115,69708.57931570456,70228.27670443167,72723.5751953753,72151.14840539196,71085.43577179428,72252.05523464053,70670.47717029905,70562.56197979598,67920.32999245278,68607.60767852476,68601.35836450594,67968.87333798596,69534.66027507804,68428.2868367048,66857.20878898926,65324.28212865089,64357.443187210614,63598.853356710606,64473.223012946466,62838.995779298486,54598.38942828581,61600.50270275398,64673.09226164522,65402.13454509421,67010.3210934957
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EUU,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,European Union,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,80755.06681664764,81930.98274415877,82908.22544690357,85561.7156624013,87548.56085989047,88918.67605570832,90658.18709910405,92343.31572288762,93999.44623304409,96707.64287987855,98136.54088246175,98980.08813893991,99234.31145520491,101388.3654720178,102078.52734852521,103870.73090685642,105240.80450765205,104991.81291195864,102804.48516836597,105187.2061128731,107519.06023428967,107135.68444001435,107443.28648464683,108439.13422594614,109804.24242225978,110442.20377976853,111952.11323202026,112925.37342449724,114101.80984978854,109413.19086515691,115320.97114370341,116997.03878433241,116453.31407637945,117442.43181333055
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Netherlands,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,86729.31234446904,85737.97943762569,86850.54994309986,89758.9873135361,92179.47242374506,93978.39725385852,96339.09796498604,98851.51262240448,102060.4598229655,104325.98388141178,105088.09615774291,105197.72788170169,106147.5739293095,109400.94519156538,113017.07987032193,115578.85500945715,118504.98806537017,119697.99080416457,115841.80888675137,117923.63735416744,119487.58166592862,118069.0930324336,119343.95309325441,121834.6554998198,122295.98673032962,123491.09586046348,124644.95141373371,124626.51202903665,125178.3287080055,120287.86798120686,127515.88962096194,130151.16520833802,126954.03572654026,127571.56487423163
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Vanuatu,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,7850.635116550737,7890.920602789664,7882.015388878811,8453.134943107289,8315.400980747945,8274.943570277594,8459.021245661821,8312.632150420259,8101.205768833175,8315.399293441744,7754.0775193655645,7096.462646723175,7159.906195991038,7182.148875083593,7295.571435582945,7661.396510883893,7823.591399500927,8241.46688945695,8529.902400325076,8864.743068483707,9034.226400255715,9029.634043047767,8984.41165090098,9134.073216989376,9418.143980814168,9656.440625142815,9984.61778789645,10166.71941969388,10392.001691294714,9597.073587638968,9316.678817834345,9463.604084512082,9399.275394778439,9273.89587274737
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Western & Central Africa,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10249.094759838405,10223.84484148728,9802.599616109137,9489.947370998505,9376.761885163938,9530.092856114687,9650.506795662583,9704.795857572923,9585.389460725302,9690.996898077166,9927.98134592063,10657.931535213436,10973.257656212316,11545.73378653926,11905.895883122848,12213.138537187911,12557.593503965862,13022.110670929278,13514.066621233242,14123.902962869712,14449.8867862636,14815.917858535784,15308.215388803083,15843.17558514773,15954.722170126459,15517.201467588018,15513.955726478023,15549.656948021642,15641.923961570612,14778.544076762935,14654.9688582868,14684.88216785746,14593.200417504797,14806.026366075881
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AGO,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Angola,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23265.864630541695,21285.33072211904,15786.357152399325,15517.823810295433,17189.642695620772,18709.055296098213,19365.8764609401,19635.05499548003,19444.80755998495,19382.50544454132,19508.74536886829,21347.634290417154,21306.577787977072,22840.06801123036,25109.63632235803,26998.6273549712,29357.839063045496,31345.145728827163,30859.907072373066,31343.347079781553,31271.41377043454,32682.62343198286,33089.1340682714,33475.69435233231,32720.673527125597,31188.45891690891,30169.26675339698,29050.56016996649,28059.507240664596,26177.48399658795,25015.85588601164,25090.46033100809,24491.186010393027,24703.845193034333
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Nigeria,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,12073.690832842067,12273.181349374701,11666.203184815293,11094.244347713597,10757.24806337225,10884.138303929305,10878.449273776825,10835.325548804161,10587.334947037749,10822.511848375845,11167.238416193428,12582.391323290838,13179.438169365856,14059.622156176802,14623.792091916614,15142.233303920017,15763.356543557846,16427.356381272864,17327.767276007544,18264.136960892294,18742.33786300383,19017.749911532836,19771.051097925876,20536.62576373104,20570.5002944724,19709.36401781943,19348.70104500328,19207.14766724554,19112.905434597244,17453.292678555426,17109.646628589468,17059.70119426283,16737.18272398819,16915.92214421502
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,United States,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,92226.4112223463,94644.53193571004,95590.49198956556,96895.42071665502,97546.76469519547,99446.03113209706,101487.6602056709,104208.95694167678,107377.61131053143,109932.25106180254,111034.5294940076,113396.80893330766,116237.53311126884,119148.82471374473,121196.23257380842,122255.20007188812,123651.00310045763,123985.5045877411,125344.45301145283,129284.28822008382,130147.26345420636,130909.11550895384,132306.4921071584,133281.60373110394,135038.95515186604,135265.2577582579,136420.1855722362,138621.23599243347,140255.89205906066,145799.89537676683,149654.66681383667,148651.62355163886,150436.44505583815,153719.74142436072
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Nepal,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8596.655542503366,8683.46428585323,8769.372506543386,9259.403412423644,9370.79892733212,9667.55545516086,9957.995992467724,10047.813129994818,10278.812615784764,10696.659854465795,10986.104248434178,10798.533227336782,11013.557100397522,11312.300382524514,11487.29513961006,11683.455494407293,11901.62874879402,12419.363773101804,12766.422117360129,13153.068847630713,13433.894213854108,13950.344028004012,14374.433110398066,15127.822446775932,15558.175275629526,15495.020405943618,16806.10561107929,17985.8503317738,18707.268520957303,18394.688041500052,18524.713786151075,18890.93841727353,19171.48878140411,19867.29307405742
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Papua New Guinea,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8215.586504180801,9007.102988489321,10252.924786790354,10446.544211569424,9696.894028584202,10069.622587480897,9289.78220520213,8577.420683671036,8411.037484004459,7878.270678792351,7796.913991686629,7736.747382867708,7868.453036437763,8068.771340203106,8588.879034331676,9095.606575899603,9880.484112072842,9965.747388854616,10791.083058139755,12086.268730411548,11807.915163063244,11899.096656730559,11908.369338162596,13058.60706000258,13436.03790540389,13688.45573300637,13703.454776669416,13197.575998554947,13341.553343608679,12660.159612872256,12167.17357609492,12377.0407470354,12557.61506314435,12740.713493388295
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,South Africa,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34791.56552245445,33570.610558856555,33173.33509509353,33559.6796402303,34156.30973458665,35104.92521505841,35503.838075556756,35070.20419841641,35302.89525533826,36126.38706745148,36438.69595855623,37107.53736266154,37589.273275720545,38627.86025066732,40026.59676715668,41610.046417875936,43220.15035246243,44046.99108899043,44549.3671902347,49178.045727035904,48111.90240910033,48630.354661490084,48542.06327389791,48613.86646990283,46970.3682286503,47513.32188145375,47371.993876380744,47477.19394778655,47403.51407712578,46879.440166979264,50665.00314619635,49174.523971282215,46622.0148071403,46902.51867322558
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Côte d’Ivoire,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,15719.575095725919,15035.125131153489,14247.405962046885,13643.901646738439,13873.032343832661,14324.788884449552,15061.319115896678,15107.287152454433,14790.779872739557,14387.390064476213,13741.435369942785,13052.993795216218,12159.369263043192,12241.451141989779,12068.073313489962,12097.556832680586,11956.851465616242,12114.44194579729,12056.39166592667,12388.4559846452,11363.701895841978,11836.008228681443,12358.998302787188,13054.015367195469,13564.660792472683,14077.127427535546,15083.635134021308,15487.575538719795,16182.299641182128,15804.107386329366,16085.146930625664,16422.85708808486,17022.40656564745,17507.907170987586
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JPN,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Japan,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,70473.45794004238,70251.76664694636,69777.41521875818,70467.273655584,72260.67176033634,74185.15096271115,74274.17917671791,73854.34232135549,74297.93255300853,76595.17017173636,77336.54200715128,78318.83917425336,79729.89108284221,81366.46131544563,82494.02347981508,83263.91902563132,84101.76834662732,83402.4918841693,79864.60791360986,83467.6524010132,83543.07260001563,84905.32702498652,85997.72184986171,85560.77088733953,86597.78210136436,86240.9099959869,86700.15360980565,85516.8962465425,84299.25241694805,81349.26928475525,83541.44650665094,83816.25741650602,84722.5218987574,84552.4409791293
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRI,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Puerto Rico,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,97069.17012403367,101310.1029248933,101069.30427002083,102053.10551640327,105497.15029275617,104129.32730403163,106104.7945547378,110815.075768811,114132.79631566713,118313.11827822919,126516.41394357262,127381.30631164553,125142.61442604149,133231.387765061,128712.59195238368,127463.45997238044,128870.39674435908,131079.78379219884,138815.21561433756,144173.47372109495,148111.3872087925,146703.84019481004,146409.22667083904,145154.38286598955,141815.93402360717,140524.22521378708,137258.47952520763,131178.38561019,129179.02176640813,125369.96892065596,127987.02141442374,125755.78119054675,126670.76429394184,130081.20316698647
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VCT,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,St. Vincent and the Grenadines,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,23810.73632344434,24759.669551714953,25397.019776540117,24872.401567631798,26388.255621385168,26553.745855378576,27101.656629988163,28058.781386034163,28589.864028038617,28979.09874270825,29395.683020425367,30425.62636167203,31809.35054854079,32638.420889873923,33187.01602765739,35064.74049574993,35913.05590370266,35863.27828057339,35559.75293587355,34246.29067611108,34065.235986794476,34355.404721157705,34932.027864193704,35267.87809004386,36159.74478277946,37555.25080236178,38165.02174947749,39405.39978824639,39919.60634921557,39983.17741083573,40637.983886038695,40802.46080098912,42533.28292874883,44063.08547086557
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Europe & Central Asia (excluding high income),GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,31863.17499362197,29552.18274829135,28188.635564088203,24213.673094594156,23841.603017548034,24354.77464813059,25442.47828838746,25897.36578291922,25592.52643520028,27196.323391294336,27484.174366372183,28986.692567613445,30851.311811468575,34028.32306908915,36183.938754788076,38805.92958218662,41293.13987547551,42202.08846777549,40229.34436988194,41920.314519629486,43979.61295756853,44958.96337471978,46789.700113768726,47302.01677634446,47438.449290202916,48042.583744463474,50014.651472671845,51227.18053250093,52614.15676969539,53790.07806785469,57104.11865706225,61566.11027916968,63743.46418305742,65443.549574568424
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_SL_GDP_PCAP_EM_KD,_T,_T,_T,PPP_K_2021_PS,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP per person employed (constant 2021 PPP $),0,WB_WDI,PU,A,Annual,Vietnam,GDP per person employed (constant 2021 PPP $),Total,All age ranges or no breakdown by age,Total,"PPP dollars, 2021 constant prices per person",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,5409.083516685749,5733.48511337632,6041.498265023232,6414.060771653378,6859.772198968436,7322.76100815394,7878.242067301451,8130.892786851842,8373.404746782428,8842.44620353033,9038.480326627268,9411.238188942341,9920.185927079312,10467.034149386189,10990.981713921896,11421.897386618364,11834.031165405993,12069.98386096708,12348.629110151423,12790.154973257759,13356.966644170034,13901.085479595966,14358.546059923428,15079.651465969368,16009.808687827905,17000.214779654307,17973.379557213877,18936.43947598142,20457.730421090244,21529.54999166826,22095.631540690494,23264.776093019274,24333.24825221915,25849.7137223478
